CustomerID;Count;Country;State;City;Zip Code;Lat Long;Latitude;Longitude;Gender;Senior Citizen;Partner;Dependents;Tenure Months;Phone Service;Multiple Lines;Internet Service;Online Security;Online Backup;Device Protection;Tech Support;Streaming TV;Streaming Movies;Contract;Paperless Billing;Payment Method;Monthly Charges;Total Charges;Churn Label;Churn Value;Churn Score;CLTV;Churn Reason;Age;Under 30;Married;Number of Dependents;Quarter;Referred a Friend;Number of Referrals;Offer;Avg Monthly Long Distance Charges;Internet Type;Avg Monthly GB Download;Streaming Music;Unlimited Data;Total Refunds;Total Extra Data Charges;Total Long Distance Charges;Total Revenue;Satisfaction Score;Customer Status;Churn Category;Population
7644-OMVMY;1;United States;California;Los Angeles;90029;34.089953, -118.294824;34,089953;-118,294824;Male;No;Yes;Yes;0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;19,85;;No;0;53;2019;Not Churned;56;No;Yes;1;Q3;Yes;5;None;15,51;None;0;No;No;0;0;155,1;353,6;3;Stayed;Not Churned;41713
4573-JKNAE;1;United States;California;Los Angeles;90032;34.078821, -118.177576;34,078821;-118,177576;Male;No;No;Yes;12;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);19,35;212,3;No;0;74;2558;Not Churned;44;No;No;3;Q3;No;0;Offer D;17,23;None;0;No;No;0;0;206,76;419,06;5;Stayed;Not Churned;46960
8380-MQINP;1;United States;California;Los Angeles;90035;34.051809, -118.383843;34,051809;-118,383843;Female;No;Yes;Yes;55;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;20,3;1079,05;No;0;36;5153;Not Churned;62;No;Yes;1;Q3;Yes;3;None;3,18;None;0;No;No;0;0;174,9;1253,95;5;Stayed;Not Churned;27799
6923-AQONU;1;United States;California;Los Angeles;90046;34.108455, -118.362081;34,108455;-118,362081;Male;No;Yes;Yes;23;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;20,9;454;No;0;46;4076;Not Churned;32;No;Yes;1;Q3;Yes;1;Offer D;18,91;None;0;No;No;0;0;434,93;888,93;3;Stayed;Not Churned;49839
3642-BYHDO;1;United States;California;Downey;90240;33.956228, -118.120993;33,956228;-118,120993;Female;No;Yes;Yes;71;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);19,9;1389,35;No;0;31;5789;Not Churned;34;No;Yes;1;Q3;Yes;4;Offer A;12,22;None;0;No;No;0;0;867,62;2256,97;4;Stayed;Not Churned;24908
7872-BAAZR;1;United States;California;Norwalk;90650;33.905963, -118.08263;33,905963;-118,08263;Female;No;Yes;Yes;53;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);19,55;1007,9;No;0;29;4670;Not Churned;49;No;Yes;1;Q3;Yes;10;Offer B;30,31;None;0;No;No;0;0;1606,43;2614,33;5;Stayed;Not Churned;103214
0895-LNKRC;1;United States;California;El Monte;91732;34.074492, -118.01462;34,074492;-118,01462;Male;No;Yes;Yes;6;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;19,45;113,5;No;0;43;3461;Not Churned;53;No;Yes;3;Q3;Yes;10;Offer E;1,57;None;0;No;No;0;0;9,42;122,92;4;Stayed;Not Churned;62660
6696-YDAYZ;1;United States;California;Mt Baldy;91759;34.231318, -117.662032;34,231318;-117,662032;Male;No;Yes;Yes;16;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;20,5;290,55;No;0;52;2856;Not Churned;30;No;Yes;2;Q3;Yes;3;Offer D;27,24;None;0;No;No;0;0;435,84;726,39;3;Stayed;Not Churned;47
6506-EYCNH;1;United States;California;Montclair;91763;34.072121, -117.698319;34,072121;-117,698319;Female;No;Yes;Yes;28;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Bank transfer (automatic);19,55;543,8;No;0;41;3948;Not Churned;27;Yes;Yes;3;Q3;Yes;9;None;15,85;None;0;No;No;0;0;443,8;987,6;4;Stayed;Not Churned;34447
1552-CZCLL;1;United States;California;Descanso;91916;32.912664, -116.635387;32,912664;-116,635387;Female;No;Yes;Yes;55;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);20;1087,25;No;0;53;4277;Not Churned;31;No;Yes;1;Q3;Yes;4;Offer B;31,3;None;0;No;No;0;0;1721,5;2808,75;4;Stayed;Not Churned;1587
9313-CDOGY;1;United States;California;Imperial Beach;91932;32.579134, -117.119009;32,579134;-117,119009;Male;No;Yes;Yes;38;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;19,6;717,3;No;0;34;3854;Not Churned;40;No;Yes;2;Q3;Yes;3;None;24,16;None;0;No;No;0;0;918,08;1635,38;3;Stayed;Not Churned;26662
6319-QSUSR;1;United States;California;Oceanside;92056;33.194742, -117.29032;33,194742;-117,29032;Female;No;No;Yes;11;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);19,7;216,2;No;0;67;3838;Not Churned;57;No;No;1;Q3;No;0;Offer D;44,88;None;0;No;No;0;0;493,68;709,88;4;Stayed;Not Churned;52895
9483-GCPWE;1;United States;California;Earp;92242;34.137742, -114.36514;34,137742;-114,36514;Male;No;No;Yes;9;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;20,1;190,25;No;0;20;3444;Not Churned;60;No;No;3;Q3;No;0;None;27,34;None;0;No;No;0;0;246,06;436,31;4;Stayed;Not Churned;1564
9537-JALFH;1;United States;California;Imperial;92251;32.858595, -115.662709;32,858595;-115,662709;Male;No;Yes;Yes;69;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);19,9;1356,7;No;0;54;6058;Not Churned;49;No;Yes;2;Q3;Yes;10;Offer A;28,19;None;0;No;No;0;0;1945,11;3301,81;3;Stayed;Not Churned;14546
3724-BSCVH;1;United States;California;Mecca;92254;33.543835, -115.993906;33,543835;-115,993906;Male;No;Yes;Yes;10;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;20,45;242,4;No;0;54;4613;Not Churned;37;No;Yes;1;Q3;No;0;Offer D;37,59;None;0;No;No;0;0;375,9;618,3;4;Stayed;Not Churned;8768
7010-ZMVBF;1;United States;California;Thermal;92274;33.53604, -116.119222;33,53604;-116,119222;Female;No;Yes;Yes;18;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20,45;357;No;0;71;2047;Not Churned;39;No;Yes;2;Q3;Yes;8;None;14,6;None;0;No;No;0;0;262,8;619,8;4;Stayed;Not Churned;17018
4742-TXUEX;1;United States;California;Rialto;92376;34.109775, -117.378904;34,109775;-117,378904;Female;No;Yes;Yes;47;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);19,3;890,5;No;0;43;5829;Not Churned;24;Yes;Yes;3;Q3;Yes;1;None;2,56;None;0;No;No;0;0;120,32;1010,82;4;Stayed;Not Churned;75882
3620-EHIMZ;1;United States;California;Menifee;92584;33.653338, -117.178271;33,653338;-117,178271;Female;No;Yes;Yes;52;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;19,35;1031,7;No;0;66;5699;Not Churned;44;No;Yes;2;Q3;Yes;3;None;9,87;None;0;No;No;0;0;513,24;1544,94;5;Stayed;Not Churned;14068
8194-PEEBY;1;United States;California;Irvine;92604;33.688546, -117.788091;33,688546;-117,788091;Female;No;Yes;Yes;24;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;19,9;533,5;No;0;68;4158;Not Churned;38;No;Yes;3;Q3;Yes;1;Offer C;4,47;None;0;No;No;0;0;107,28;640,78;4;Stayed;Not Churned;27369
8387-UGUSU;1;United States;California;Irvine;92614;33.680302, -117.833296;33,680302;-117,833296;Female;No;Yes;Yes;15;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20,05;284,3;No;0;59;3591;Not Churned;57;No;Yes;1;Q3;Yes;3;None;37,9;None;0;No;No;0;0;568,5;852,8;4;Stayed;Not Churned;22499
0206-OYVOC;1;United States;California;Huntington Beach;92649;33.721917, -118.043237;33,721917;-118,043237;Female;No;Yes;Yes;46;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;19,25;864,2;No;0;77;5596;Not Churned;52;No;Yes;2;Q3;Yes;1;Offer B;24,33;None;0;No;No;0;0;1119,18;1983,38;5;Stayed;Not Churned;32304
8008-OTEZX;1;United States;California;Villa Park;92861;33.817473, -117.810462;33,817473;-117,810462;Female;No;Yes;Yes;35;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;19,65;708,8;No;0;26;3739;Not Churned;30;No;Yes;2;Q3;Yes;1;Offer C;18,29;None;0;No;No;0;0;640,15;1348,95;3;Stayed;Not Churned;5935
4797-MIWUM;1;United States;California;Goleta;93117;34.489983, -120.091246;34,489983;-120,091246;Male;No;Yes;Yes;7;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Bank transfer (automatic);20,25;174,7;No;0;42;3149;Not Churned;22;Yes;Yes;3;Q3;No;0;Offer E;49,83;None;0;No;No;0;0;348,81;523,51;5;Stayed;Not Churned;49975
4537-CIBHB;1;United States;California;Arvin;93203;35.116307, -118.817644;35,116307;-118,817644;Female;No;Yes;Yes;9;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;20,25;172,35;No;0;48;4272;Not Churned;59;No;Yes;3;Q3;Yes;10;None;12,55;None;0;No;No;0;0;112,95;285,3;5;Stayed;Not Churned;16206
2607-DHDAK;1;United States;California;Bakersfield;93307;35.280113, -118.962329;35,280113;-118,962329;Male;No;Yes;Yes;72;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);19,8;1414,65;No;0;29;5027;Not Churned;54;No;Yes;2;Q3;Yes;10;None;38,84;None;0;No;No;0;0;2796,48;4211,13;4;Stayed;Not Churned;59195
8143-ETQTI;1;United States;California;Bakersfield;93313;35.140938, -119.051348;35,140938;-119,051348;Female;No;Yes;Yes;23;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;19,65;451,55;No;0;78;4896;Not Churned;24;Yes;Yes;3;Q3;Yes;9;Offer D;1,88;None;0;No;No;0;0;43,24;494,79;4;Stayed;Not Churned;25126
4054-CUMIA;1;United States;California;San Miguel;93451;35.886767, -120.608661;35,886767;-120,608661;Female;No;Yes;Yes;18;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;20,25;401,95;No;0;40;2429;Not Churned;29;Yes;Yes;1;Q3;Yes;10;Offer D;35,44;None;0;No;No;0;0;637,92;1039,87;4;Stayed;Not Churned;2666
3423-HHXAO;1;United States;California;Littlerock;93543;34.505273, -117.955054;34,505273;-117,955054;Female;No;Yes;Yes;14;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Mailed check;19,5;272;No;0;72;2993;Not Churned;58;No;Yes;1;Q3;Yes;2;None;41,05;None;0;No;No;0;0;574,7;846,7;3;Stayed;Not Churned;11198
2650-GYRYL;1;United States;California;Kerman;93630;36.727418, -120.123526;36,727418;-120,123526;Male;No;Yes;Yes;33;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Bank transfer (automatic);19,45;600,25;No;0;66;3470;Not Churned;25;Yes;Yes;1;Q3;Yes;6;None;5,86;None;0;No;No;0;0;193,38;793,63;5;Stayed;Not Churned;14062
1574-DYCWE;1;United States;California;Mendota;93640;36.687292, -120.437354;36,687292;-120,437354;Female;No;Yes;Yes;51;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;19,95;1028,75;No;0;69;4057;Not Churned;60;No;Yes;1;Q3;Yes;10;Offer B;14,54;None;0;No;No;0;0;741,54;1770,29;4;Stayed;Not Churned;9174
2466-FCCPT;1;United States;California;North Fork;93643;37.244307, -119.470256;37,244307;-119,470256;Female;No;Yes;Yes;20;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);19,7;395,6;No;0;30;4910;Not Churned;50;No;Yes;3;Q3;Yes;7;None;7,31;None;0;No;No;0;0;146,2;541,8;5;Stayed;Not Churned;3376
3724-UCSHY;1;United States;California;Reedley;93654;36.636638, -119.421842;36,636638;-119,421842;Male;No;Yes;Yes;6;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19,55;122,9;No;0;25;3072;Not Churned;48;No;Yes;3;Q3;Yes;5;Offer E;36,54;None;0;No;No;0;0;219,24;342,14;3;Stayed;Not Churned;25923
7777-UNYHB;1;United States;California;Traver;93673;36.456091, -119.486225;36,456091;-119,486225;Female;No;Yes;Yes;12;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Credit card (automatic);20,1;232,4;No;0;21;2360;Not Churned;43;No;Yes;1;Q3;Yes;3;None;24,65;None;0;No;No;0;0;295,8;528,2;3;Stayed;Not Churned;646
6248-BSHKG;1;United States;California;Soledad;93960;36.414216, -121.360597;36,414216;-121,360597;Male;No;Yes;Yes;61;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;20,4;1226,45;No;0;77;5897;Not Churned;42;No;Yes;3;Q3;Yes;7;Offer B;31,49;None;0;No;No;0;0;1920,89;3147,34;3;Stayed;Not Churned;13003
4685-TFLLS;1;United States;California;Spreckels;93962;36.624641, -121.647195;36,624641;-121,647195;Male;No;Yes;Yes;18;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);19,8;342,3;No;0;74;4808;Not Churned;39;No;Yes;3;Q3;Yes;1;Offer D;45,18;None;0;No;No;0;0;813,24;1155,54;5;Stayed;Not Churned;407
2642-MAWLJ;1;United States;California;Menlo Park;94025;37.449551, -122.183762;37,449551;-122,183762;Female;No;Yes;Yes;36;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);20,25;717,95;No;0;57;5272;Not Churned;26;Yes;Yes;2;Q3;Yes;8;Offer C;42,51;None;0;No;No;0;0;1530,36;2248,31;5;Stayed;Not Churned;39062
1166-PQLGG;1;United States;California;Redwood City;94065;37.527497, -122.230941;37,527497;-122,230941;Female;No;Yes;Yes;72;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);19,55;1463,45;No;0;68;4424;Not Churned;58;No;Yes;1;Q3;Yes;6;None;17,33;None;0;No;No;0;0;1247,76;2711,21;3;Stayed;Not Churned;10658
4291-YZODP;1;United States;California;San Carlos;94070;37.497915, -122.267361;37,497915;-122,267361;Female;No;No;Yes;7;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;20,05;96,8;No;0;62;3810;Not Churned;56;No;No;3;Q3;No;0;Offer E;49,66;None;0;No;No;0;0;347,62;444,42;5;Stayed;Not Churned;28098
4644-OBGFZ;1;United States;California;San Francisco;94115;37.786031, -122.437301;37,786031;-122,437301;Male;No;Yes;Yes;55;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;19,5;1026,35;No;0;64;5067;Not Churned;43;No;Yes;3;Q3;Yes;5;None;36,23;None;0;No;No;0;0;1992,65;3019;4;Stayed;Not Churned;33122
5016-LIPDW;1;United States;California;Stanford;94305;37.424342, -122.165641;37,424342;-122,165641;Male;No;Yes;Yes;57;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;19,4;1061,6;No;0;53;4194;Not Churned;45;No;Yes;2;Q3;Yes;1;None;41,56;None;0;No;No;0;0;2368,92;3430,52;5;Stayed;Not Churned;13386
9975-GPKZU;1;United States;California;Alameda;94501;37.774633, -122.274434;37,774633;-122,274434;Male;No;Yes;Yes;46;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);19,75;856,5;No;0;56;2610;Not Churned;62;No;Yes;3;Q3;No;0;None;7,67;None;0;No;No;0;0;352,82;1209,32;4;Stayed;Not Churned;58555
9625-RZFUK;1;United States;California;Alameda;94502;37.724817, -122.224363;37,724817;-122,224363;Male;No;Yes;Yes;63;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;19,7;1275,85;No;0;63;4235;Not Churned;47;No;Yes;1;Q3;No;0;None;3,65;None;0;No;No;0;0;229,95;1505,8;5;Stayed;Not Churned;13996
2819-GWENI;1;United States;California;Hayward;94542;37.656695, -122.048361;37,656695;-122,048361;Female;No;Yes;Yes;28;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;19,9;543;No;0;41;2987;Not Churned;64;No;Yes;1;Q3;Yes;9;Offer C;21,91;None;0;No;No;0;0;613,48;1156,48;4;Stayed;Not Churned;11147
9135-HSWOC;1;United States;California;Fremont;94555;37.555473, -122.080312;37,555473;-122,080312;Male;No;Yes;Yes;64;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);19,7;1274,05;No;0;79;5431;Not Churned;28;Yes;Yes;1;Q3;Yes;3;Offer B;14,93;None;0;No;No;0;0;955,52;2229,57;5;Stayed;Not Churned;33883
7729-XBTWX;1;United States;California;San Ramon;94583;37.766556, -121.976784;37,766556;-121,976784;Male;No;Yes;Yes;66;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;19,75;1344,5;No;0;58;4485;Not Churned;62;No;Yes;2;Q3;Yes;7;None;31,53;None;0;No;No;0;0;2080,98;3425,48;4;Stayed;Not Churned;44078
4302-ZYFEL;1;United States;California;Belvedere Tiburon;94920;37.885629, -122.46858;37,885629;-122,46858;Male;No;Yes;Yes;69;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Credit card (automatic);20,55;1403,1;No;0;32;5366;Not Churned;23;Yes;Yes;2;Q3;Yes;8;Offer A;26,44;None;0;No;No;0;0;1824,36;3227,46;4;Stayed;Not Churned;13065
7632-YUTXB;1;United States;California;Stinson Beach;94970;37.921137, -122.657562;37,921137;-122,657562;Female;No;Yes;Yes;25;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;20,05;520,1;No;0;60;2010;Not Churned;52;No;Yes;2;Q3;Yes;7;Offer C;13,06;None;0;No;No;0;0;326,5;846,6;4;Stayed;Not Churned;781
2718-YSKCS;1;United States;California;Tomales;94971;38.240769, -122.901041;38,240769;-122,901041;Male;No;Yes;Yes;71;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);19,6;1387,45;No;0;56;6444;Not Churned;64;No;Yes;3;Q3;Yes;6;Offer A;16,13;None;0;No;No;0;0;1145,23;2532,68;5;Stayed;Not Churned;384
2520-SGTTA;1;United States;California;Ben Lomond;95005;37.078873, -122.090386;37,078873;-122,090386;Female;No;Yes;Yes;0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;20;;No;0;27;3763;Not Churned;23;Yes;Yes;3;Q3;Yes;4;Offer E;20,05;None;0;No;No;0;0;200,5;400,5;4;Stayed;Not Churned;6407
1850-AKQEP;1;United States;California;Santa Cruz;95064;37.007882, -122.065975;37,007882;-122,065975;Male;No;No;Yes;8;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20,35;178,7;No;0;42;4577;Not Churned;61;No;No;1;Q3;No;0;None;14,37;None;0;No;No;0;0;114,96;293,66;3;Stayed;Not Churned;4563
5372-FBKBN;1;United States;California;San Jose;95111;37.284265, -121.827673;37,284265;-121,827673;Female;No;No;Yes;21;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20,75;452,2;No;0;39;2143;Not Churned;38;No;No;2;Q3;No;0;Offer D;8,68;None;0;No;No;0;0;182,28;634,48;3;Stayed;Not Churned;57748
1045-LTCYT;1;United States;California;San Jose;95118;37.255479, -121.889838;37,255479;-121,889838;Female;No;Yes;Yes;8;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);21,05;139,75;No;0;78;2158;Not Churned;54;No;Yes;3;Q3;Yes;5;None;43,05;None;0;No;No;0;0;344,4;484,15;3;Stayed;Not Churned;31926
9950-MTGYX;1;United States;California;San Jose;95139;37.218705, -121.762429;37,218705;-121,762429;Male;No;Yes;Yes;28;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);20,3;487,95;No;0;73;2948;Not Churned;30;No;Yes;2;Q3;Yes;8;None;19,18;None;0;No;No;0;0;537,04;1024,99;3;Stayed;Not Churned;7023
0967-BMLBD;1;United States;California;Hornitos;95325;37.479926, -120.230424;37,479926;-120,230424;Female;No;Yes;Yes;11;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Mailed check;20;196,35;No;0;72;5837;Not Churned;37;No;Yes;1;Q3;Yes;8;Offer D;49,19;None;0;No;No;0;0;541,09;737,44;5;Stayed;Not Churned;128
3530-VWVGU;1;United States;California;Manteca;95337;37.750822, -121.238423;37,750822;-121,238423;Female;No;Yes;Yes;22;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19,9;400,3;No;0;43;5657;Not Churned;27;Yes;Yes;2;Q3;Yes;2;Offer D;49,51;None;0;No;No;0;0;1089,22;1489,52;4;Stayed;Not Churned;19867
7216-KAOID;1;United States;California;Santa Rosa;95401;38.460517, -122.790335;38,460517;-122,790335;Male;No;Yes;Yes;41;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);19,5;798,2;No;0;72;2446;Not Churned;27;Yes;Yes;1;Q3;Yes;8;Offer B;39,53;None;0;No;No;0;0;1620,73;2418,93;4;Stayed;Not Churned;36125
4804-NCPET;1;United States;California;Clearlake;95422;38.965804, -122.631779;38,965804;-122,631779;Male;No;Yes;Yes;19;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;20,2;387,4;No;0;60;4821;Not Churned;32;No;Yes;3;Q3;Yes;3;None;31,7;None;0;No;No;0;0;602,3;989,7;3;Stayed;Not Churned;13485
6855-VLGOS;1;United States;California;Guerneville;95446;38.52576, -123.013347;38,52576;-123,013347;Male;No;Yes;Yes;72;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Electronic check;20,55;1432,55;No;0;41;5809;Not Churned;51;No;Yes;1;Q3;Yes;5;None;37,11;None;0;No;No;0;0;2671,92;4104,47;5;Stayed;Not Churned;4913
3181-MIZBN;1;United States;California;Jenner;95450;38.505995, -123.187019;38,505995;-123,187019;Male;No;Yes;Yes;16;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;19,75;313,4;No;0;68;3677;Not Churned;40;No;Yes;1;Q3;Yes;2;None;31,99;None;0;No;No;0;0;511,84;825,24;4;Stayed;Not Churned;438
1494-EJZDW;1;United States;California;Nice;95464;39.12334, -122.838198;39,12334;-122,838198;Female;No;Yes;Yes;10;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;20,15;220,8;No;0;74;2836;Not Churned;51;No;Yes;3;Q3;Yes;1;None;18,62;None;0;No;No;0;0;186,2;407;5;Stayed;Not Churned;2223
4732-RRJZC;1;United States;California;Bridgeville;95526;40.372532, -123.525626;40,372532;-123,525626;Male;No;Yes;Yes;7;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20,25;144,35;No;0;45;4954;Not Churned;31;No;Yes;1;Q3;Yes;9;None;39,98;None;0;No;No;0;0;279,86;424,21;3;Stayed;Not Churned;695
9068-FHQHD;1;United States;California;Petrolia;95558;40.274302, -124.210902;40,274302;-124,210902;Female;No;Yes;Yes;40;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);20,15;777,35;No;0;29;3556;Not Churned;42;No;Yes;3;Q3;Yes;1;None;3,01;None;0;No;No;0;0;120,4;897,75;5;Stayed;Not Churned;300
1269-FOYWN;1;United States;California;Phillipsville;95559;40.184094, -123.745487;40,184094;-123,745487;Male;No;Yes;Yes;44;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);20;860,85;No;0;72;3743;Not Churned;23;Yes;Yes;3;Q3;Yes;2;None;36,86;None;0;No;No;0;0;1621,84;2482,69;3;Stayed;Not Churned;163
4530-NDRKU;1;United States;California;Auburn;95603;38.912881, -121.082766;38,912881;-121,082766;Female;No;Yes;Yes;42;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Electronic check;19,05;761,85;No;0;80;5091;Not Churned;31;No;Yes;3;Q3;Yes;4;None;34,66;None;0;No;No;0;0;1455,72;2217,57;4;Stayed;Not Churned;24944
4018-KJYUY;1;United States;California;Courtland;95615;38.311609, -121.554034;38,311609;-121,554034;Male;No;No;Yes;22;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);20,15;432,5;No;0;78;2722;Not Churned;43;No;No;2;Q3;No;0;Offer D;34,07;None;0;No;No;0;0;749,54;1182,04;5;Stayed;Not Churned;699
3011-WQKSZ;1;United States;California;Foresthill;95631;39.031876, -120.811141;39,031876;-120,811141;Male;No;No;Yes;19;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Electronic check;20;377,55;No;0;31;5188;Not Churned;41;No;No;3;Q3;No;0;Offer D;24,1;None;0;No;No;0;0;457,9;835,45;3;Stayed;Not Churned;5714
0594-UFTUL;1;United States;California;Mather;95655;38.549822, -121.266725;38,549822;-121,266725;Male;No;Yes;Yes;13;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;19,85;252;No;0;31;2928;Not Churned;35;No;Yes;3;Q3;Yes;1;Offer D;40,2;None;0;No;No;0;0;522,6;774,6;4;Stayed;Not Churned;929
